community_detector,used_communities,community,algorithm_rec,test_size,split_id,train_runtime,test_runtime
Louvain,2.0,3.0,k-NN,0.25,2,0.007016420364379883,0.0
Louvain,2.0,99.0,k-NN,0.25,2,0.19954395294189453,2.1680541038513184
Louvain,3.0,2.0,k-NN,0.25,2,0.020434141159057617,0.0
Louvain,3.0,3.0,k-NN,0.25,2,0.026168346405029297,0.0
Louvain,3.0,0.0,k-NN,0.25,2,0.0060007572174072266,0.0
Louvain,3.0,99.0,k-NN,0.25,2,0.20755720138549805,2.132107973098755
Louvain,4.0,2.0,k-NN,0.25,2,0.02590203285217285,0.0010004043579101562
Louvain,4.0,3.0,k-NN,0.25,2,0.010065793991088867,0.0
Louvain,4.0,0.0,k-NN,0.25,2,0.0,0.0
Louvain,4.0,1.0,k-NN,0.25,2,0.07904887199401855,0.0
Louvain,1.0,2.0,NMF,0.25,2,0.16513919830322266,0.0
Louvain,1.0,99.0,NMF,0.25,2,1.0603218078613281,0.16628623008728027
Louvain,2.0,2.0,NMF,0.25,2,0.17546319961547852,0.0
Louvain,2.0,3.0,NMF,0.25,2,0.288637638092041,0.0
Louvain,2.0,99.0,NMF,0.25,2,0.9853551387786865,0.360032320022583
Louvain,3.0,2.0,NMF,0.25,2,0.1795942783355713,0.0010004043579101562
Louvain,3.0,3.0,NMF,0.25,2,0.2831544876098633,0.0
Louvain,3.0,0.0,NMF,0.25,2,0.16248798370361328,0.0
Louvain,3.0,99.0,NMF,0.25,2,1.0592234134674072,0.16275382041931152
Louvain,4.0,2.0,NMF,0.25,2,0.1536862850189209,0.0
Louvain,4.0,3.0,NMF,0.25,2,0.2957789897918701,0.0
Louvain,4.0,0.0,NMF,0.25,2,0.16999268531799316,0.0
Louvain,4.0,1.0,NMF,0.25,2,0.6914253234863281,0.0
Louvain,1.0,2.0,Co-Clustering,0.25,2,0.2461071014404297,0.0
Louvain,1.0,99.0,Co-Clustering,0.25,2,1.5608811378479004,0.33689236640930176
Louvain,2.0,2.0,Co-Clustering,0.25,2,0.2264423370361328,0.0
Louvain,2.0,3.0,Co-Clustering,0.25,2,0.4290807247161865,0.0
Louvain,2.0,99.0,Co-Clustering,0.25,2,1.4000904560089111,0.1262819766998291
Louvain,3.0,2.0,Co-Clustering,0.25,2,0.23274660110473633,0.0
Louvain,3.0,3.0,Co-Clustering,0.25,2,0.39467883110046387,0.0
Louvain,3.0,0.0,Co-Clustering,0.25,2,0.3344871997833252,0.0
Louvain,3.0,99.0,Co-Clustering,0.25,2,1.5458385944366455,0.13326668739318848
Louvain,4.0,2.0,Co-Clustering,0.25,2,0.2596781253814697,0.001050710678100586
Louvain,4.0,3.0,Co-Clustering,0.25,2,0.41204214096069336,0.0
Louvain,4.0,0.0,Co-Clustering,0.25,2,0.31290411949157715,0.0
Louvain,4.0,1.0,Co-Clustering,0.25,2,0.9924442768096924,0.0
Louvain,1.0,2.0,SlopeOne,0.25,2,0.0398554801940918,0.0
Louvain,1.0,99.0,SlopeOne,0.25,2,0.4467747211456299,1.442948818206787
Louvain,2.0,2.0,SlopeOne,0.25,2,0.0544891357421875,0.001003265380859375
Louvain,2.0,3.0,SlopeOne,0.25,2,0.1250286102294922,0.0
Louvain,2.0,99.0,SlopeOne,0.25,2,0.3956329822540283,1.232450008392334
Louvain,3.0,2.0,SlopeOne,0.25,2,0.0358281135559082,0.0
Louvain,3.0,3.0,SlopeOne,0.25,2,0.09345817565917969,0.0
Louvain,3.0,0.0,SlopeOne,0.25,2,0.01600360870361328,0.0
Louvain,3.0,99.0,SlopeOne,0.25,2,0.45700621604919434,1.6523799896240234
Louvain,4.0,2.0,SlopeOne,0.25,2,0.038370609283447266,0.0
Louvain,4.0,3.0,SlopeOne,0.25,2,0.1058349609375,0.0
Louvain,4.0,0.0,SlopeOne,0.25,2,0.028812408447265625,0.0
