dataset,community_detector,community,algorithm_rec,test_size,split_id,train_runtime,test_runtime
real,Louvain,4.0,NormalPredictor,0.25,5,0.014264106750488281,0.02798938751220703
real,Louvain,1.0,SVD,0.25,5,0.1887366771697998,0.04352402687072754
real,Louvain,2.0,SVD,0.25,5,0.19020915031433105,0.04599618911743164
real,Louvain,3.0,SVD,0.25,5,0.1154327392578125,0.3365154266357422
real,Louvain,4.0,SVD,0.25,5,0.09588384628295898,0.01999211311340332
real,Louvain,1.0,k-NN,0.25,5,0.02095317840576172,0.31748175621032715
real,Louvain,2.0,k-NN,0.25,5,0.02599620819091797,0.3448915481567383
real,Louvain,3.0,k-NN,0.25,5,0.010963201522827148,0.16104960441589355
real,Louvain,4.0,k-NN,0.25,5,0.005997896194458008,0.08899068832397461
real,Louvain,1.0,NMF,0.25,5,0.2601473331451416,0.0370023250579834
real,Louvain,2.0,NMF,0.25,5,0.20782780647277832,0.04192233085632324
real,Louvain,3.0,NMF,0.25,5,0.15604138374328613,0.024102449417114258
real,Louvain,4.0,NMF,0.25,5,0.12496089935302734,0.022999286651611328
real,Louvain,1.0,Co-Clustering,0.25,5,0.4034562110900879,0.03500032424926758
real,Louvain,2.0,Co-Clustering,0.25,5,0.34308695793151855,0.03392839431762695
real,Louvain,3.0,Co-Clustering,0.25,5,0.2976810932159424,0.020000219345092773
real,Louvain,4.0,Co-Clustering,0.25,5,0.1920022964477539,0.01399993896484375
real,Louvain,1.0,SlopeOne,0.25,5,0.1329941749572754,0.6074304580688477
real,Louvain,2.0,SlopeOne,0.25,5,0.10307884216308594,0.4413022994995117
real,Louvain,3.0,SlopeOne,0.25,5,0.07599782943725586,0.3136577606201172
real,Louvain,4.0,SlopeOne,0.25,5,0.06848573684692383,0.19472527503967285
real,Paris,1.0,NormalPredictor,0.25,5,0.006937980651855469,0.01206517219543457
real,Paris,2.0,NormalPredictor,0.25,5,0.006998538970947266,0.010010957717895508
real,Paris,3.0,NormalPredictor,0.25,5,0.006926536560058594,0.011075258255004883
real,Paris,4.0,NormalPredictor,0.25,5,0.006929159164428711,0.012073516845703125
real,Paris,5.0,NormalPredictor,0.25,5,0.004998683929443359,0.010998964309692383
real,Paris,6.0,NormalPredictor,0.25,5,0.004008769989013672,0.009917259216308594
real,Paris,7.0,NormalPredictor,0.25,5,0.006002187728881836,0.010001420974731445
real,Paris,8.0,NormalPredictor,0.25,5,0.003993034362792969,0.010925531387329102
real,Paris,9.0,NormalPredictor,0.25,5,0.003999471664428711,0.005072355270385742
real,Paris,10.0,NormalPredictor,0.25,5,0.004011392593383789,0.009984016418457031
real,Paris,11.0,NormalPredictor,0.25,5,0.0019991397857666016,0.006508588790893555
real,Paris,12.0,NormalPredictor,0.25,5,0.002924680709838867,0.0070765018463134766
real,Paris,13.0,NormalPredictor,0.25,5,0.003959178924560547,0.005048274993896484
real,Paris,14.0,NormalPredictor,0.25,5,0.002920389175415039,0.006000041961669922
real,Paris,15.0,NormalPredictor,0.25,5,0.002989053726196289,0.005000591278076172
real,Paris,1.0,SVD,0.25,5,0.05199146270751953,0.012943506240844727
real,Paris,2.0,SVD,0.25,5,0.05099892616271973,0.012924909591674805
real,Paris,3.0,SVD,0.25,5,0.06399893760681152,0.013074874877929688
real,Paris,4.0,SVD,0.25,5,0.04991769790649414,0.013000011444091797
real,Paris,5.0,SVD,0.25,5,0.05482125282287598,0.013000726699829102
real,Paris,6.0,SVD,0.25,5,0.04161429405212402,0.010981559753417969
real,Paris,7.0,SVD,0.25,5,0.042041778564453125,0.012002944946289062
real,Paris,8.0,SVD,0.25,5,0.03800344467163086,0.009923458099365234
real,Paris,9.0,SVD,0.25,5,0.024922609329223633,0.0060727596282958984
real,Paris,10.0,SVD,0.25,5,0.0369877815246582,0.011007308959960938
real,Paris,11.0,SVD,0.25,5,0.02397012710571289,0.0060307979583740234
real,Paris,12.0,SVD,0.25,5,0.025000810623168945,0.005927085876464844
real,Paris,13.0,SVD,0.25,5,0.02192544937133789,0.006070375442504883
real,Paris,14.0,SVD,0.25,5,0.024001359939575195,0.004999399185180664
real,Paris,15.0,SVD,0.25,5,0.018068313598632812,0.005000114440917969
real,Paris,1.0,k-NN,0.25,5,0.0029909610748291016,0.03400301933288574
real,Paris,2.0,k-NN,0.25,5,0.0019998550415039062,0.033994436264038086
real,Paris,3.0,k-NN,0.25,5,0.0029935836791992188,0.04032325744628906
real,Paris,4.0,k-NN,0.25,5,0.004918336868286133,0.038074493408203125
real,Paris,5.0,k-NN,0.25,5,0.0029556751251220703,0.022047042846679688
real,Paris,6.0,k-NN,0.25,5,0.002001523971557617,0.022961139678955078
real,Paris,7.0,k-NN,0.25,5,0.0039119720458984375,0.02707529067993164
real,Paris,8.0,k-NN,0.25,5,0.001990795135498047,0.021002769470214844
real,Paris,9.0,k-NN,0.25,5,0.0010042190551757812,0.012002229690551758
real,Paris,10.0,k-NN,0.25,5,0.0009806156158447266,0.02292180061340332
real,Paris,11.0,k-NN,0.25,5,0.004396677017211914,0.01815342903137207
real,Paris,12.0,k-NN,0.25,5,0.002003908157348633,0.009999275207519531
real,Paris,13.0,k-NN,0.25,5,0.00099945068359375,0.01200246810913086
real,Paris,14.0,k-NN,0.25,5,0.0030035972595214844,0.011445045471191406
real,Paris,15.0,k-NN,0.25,5,0.0010123252868652344,0.007987022399902344
real,Paris,1.0,NMF,0.25,5,0.08799529075622559,0.010999679565429688
real,Paris,2.0,NMF,0.25,5,0.07899975776672363,0.011920690536499023
real,Paris,3.0,NMF,0.25,5,0.08310747146606445,0.012000083923339844
real,Paris,4.0,NMF,0.25,5,0.07999920845031738,0.009999752044677734
real,Paris,5.0,NMF,0.25,5,0.06798934936523438,0.009995460510253906
real,Paris,6.0,NMF,0.25,5,0.06700491905212402,0.007002115249633789
real,Paris,7.0,NMF,0.25,5,0.06892037391662598,0.010999679565429688
real,Paris,8.0,NMF,0.25,5,0.0559995174407959,0.00800013542175293
real,Paris,9.0,NMF,0.25,5,0.06903457641601562,0.01049184799194336
real,Paris,10.0,NMF,0.25,5,0.10295414924621582,0.013781547546386719
real,Paris,11.0,NMF,0.25,5,0.04743647575378418,0.0053212642669677734
real,Paris,12.0,NMF,0.25,5,0.045011281967163086,0.0050029754638671875
real,Paris,13.0,NMF,0.25,5,0.0433042049407959,0.004045009613037109
real,Paris,14.0,NMF,0.25,5,0.04399728775024414,0.003993034362792969
real,Paris,15.0,NMF,0.25,5,0.03799748420715332,0.003999948501586914
real,Paris,1.0,Co-Clustering,0.25,5,0.15000271797180176,0.009995222091674805
real,Paris,2.0,Co-Clustering,0.25,5,0.1389906406402588,0.01094198226928711
real,Paris,3.0,Co-Clustering,0.25,5,0.1590888500213623,0.011909961700439453
real,Paris,4.0,Co-Clustering,0.25,5,0.16338443756103516,0.011067867279052734
real,Paris,5.0,Co-Clustering,0.25,5,0.1303846836090088,0.00800013542175293
real,Paris,6.0,Co-Clustering,0.25,5,0.11602044105529785,0.006978750228881836
real,Paris,7.0,Co-Clustering,0.25,5,0.12499856948852539,0.010721683502197266
real,Paris,8.0,Co-Clustering,0.25,5,0.11350798606872559,0.009917974472045898
real,Paris,9.0,Co-Clustering,0.25,5,0.08999800682067871,0.004000663757324219
real,Paris,10.0,Co-Clustering,0.25,5,0.11699604988098145,0.009029150009155273
real,Paris,11.0,Co-Clustering,0.25,5,0.09498333930969238,0.005003452301025391
real,Paris,12.0,Co-Clustering,0.25,5,0.08999514579772949,0.0049991607666015625
real,Paris,13.0,Co-Clustering,0.25,5,0.10482239723205566,0.005963325500488281
real,Paris,14.0,Co-Clustering,0.25,5,0.09240841865539551,0.004996299743652344
real,Paris,15.0,Co-Clustering,0.25,5,0.08200407028198242,0.004948616027832031
real,Paris,1.0,SlopeOne,0.25,5,0.03399968147277832,0.10518217086791992
real,Paris,2.0,SlopeOne,0.25,5,0.029931068420410156,0.09731698036193848
real,Paris,3.0,SlopeOne,0.25,5,0.046001434326171875,0.15508151054382324
real,Paris,4.0,SlopeOne,0.25,5,0.037999629974365234,0.1345536708831787
real,Paris,5.0,SlopeOne,0.25,5,0.04946756362915039,0.09307169914245605
real,Paris,6.0,SlopeOne,0.25,5,0.026925325393676758,0.061000823974609375
real,Paris,7.0,SlopeOne,0.25,5,0.03198528289794922,0.10852384567260742
real,Paris,8.0,SlopeOne,0.25,5,0.02196502685546875,0.07599687576293945
real,Paris,9.0,SlopeOne,0.25,5,0.01599860191345215,0.03699946403503418
real,Paris,10.0,SlopeOne,0.25,5,0.03199958801269531,0.10699939727783203
real,Paris,11.0,SlopeOne,0.25,5,0.01900005340576172,0.052750349044799805
real,Paris,12.0,SlopeOne,0.25,5,0.01899886131286621,0.057999610900878906
real,Paris,13.0,SlopeOne,0.25,5,0.015999794006347656,0.04199981689453125
real,Paris,14.0,SlopeOne,0.25,5,0.01699995994567871,0.053377628326416016
real,Paris,15.0,SlopeOne,0.25,5,0.013103723526000977,0.03379654884338379
real,Not-Applicable,,NormalPredictor,0.1,1,0.09092283248901367,0.044457435607910156
real,Not-Applicable,,SVD,0.1,1,0.884101390838623,0.0499880313873291
